MIGCO4_CODE	MIGCO4_NAME	MIGCO4_DEPT
410	La Celia	RISARALDA
411	Bucaramanga	SANTANDER
412	Barrancabermeja	SANTANDER
413	Cimitarra	SANTANDER
414	Floridablanca	SANTANDER
415	Girón	SANTANDER
416	Piedecuesta	SANTANDER
417	Puerto Wilches	SANTANDER
418	Rionegro	SANTANDER
419	San Gil	SANTANDER
420	San Vicente de Chucurí	SANTANDER
421	Socorro	SANTANDER
422	Vélez	SANTANDER
423	El Playón	SANTANDER
423	Matanza	SANTANDER
423	Suratá	SANTANDER
424	Sabana de Torres	SANTANDER
424	Lebrija	SANTANDER
425	California	SANTANDER
425	Santa Bárbara	SANTANDER
425	Guaca	SANTANDER
425	Cerrito	SANTANDER
425	Vetas	SANTANDER
425	Tona	SANTANDER
425	Charta	SANTANDER
426	Betulia	SANTANDER
426	Los Santos	SANTANDER
426	Zapatoca	SANTANDER
427	Capitanejo	SANTANDER
427	Carcasi	SANTANDER
427	Concepción	SANTANDER
427	Macaravita	SANTANDER
428	Enciso	SANTANDER
428	Molagavita	SANTANDER
428	San José de Miranda	SANTANDER
428	San Miguel	SANTANDER
429	Villanueva	SANTANDER
429	Aratoca	SANTANDER
429	Cepitá	SANTANDER
429	Jordán	SANTANDER
429	Curití	SANTANDER
430	Mogotes	SANTANDER
430	Onzaga	SANTANDER
430	San Joaquín	SANTANDER
431	Barichara	SANTANDER
431	Pinchote	SANTANDER
431	Paramo	SANTANDER
431	Palmar	SANTANDER
431	Hato	SANTANDER
431	Galán	SANTANDER
431	Valle de San José	SANTANDER
431	Ocamonte	SANTANDER
431	Cabrera	SANTANDER
432	Coromoro	SANTANDER
432	Charalá	SANTANDER
432	Encino	SANTANDER
432	Gambita	SANTANDER
433	El Carmen de Chucuri	SANTANDER
433	Puerto Parra	SANTANDER
433	Simacota	SANTANDER
434	Aguada	SANTANDER
434	Chipatá	SANTANDER
434	La Paz	SANTANDER
434	Santa Helena del Opón	SANTANDER
434	San Benito	SANTANDER
435	Chimá	SANTANDER
435	Confines	SANTANDER
435	Contratación	SANTANDER
435	Guadalupe	SANTANDER
435	Palmas del Socorro	SANTANDER
435	El Guacamayo	SANTANDER
436	Guapota	SANTANDER
436	Oiba	SANTANDER
436	Suaita	SANTANDER
437	Bolívar	SANTANDER
437	Landazuri	SANTANDER
438	Barbosa	SANTANDER
438	Güepsa	SANTANDER
439	Albania	SANTANDER
439	Guavata	SANTANDER
439	Jesus María	SANTANDER
439	Puente Nacional	SANTANDER
440	Málaga	SANTANDER
440	San Andres	SANTANDER
441	El Peñón	SANTANDER
441	La Belleza	SANTANDER
441	Sucre	SANTANDER
441	Florián	SANTANDER
442	Sincelejo	SUCRE
443	Corozal	SUCRE
443	El Roble	SUCRE
444	Guaranda	SUCRE
444	Majagual	SUCRE
445	Chalán	SUCRE
445	Ovejas	SUCRE
446	Sampués	SUCRE
447	Galeras	SUCRE
447	Caimito	SUCRE
447	San Benito Abad	SUCRE
448	La Unión	SUCRE
448	San Marcos	SUCRE
449	San Onofre	SUCRE
450	San Luis de Sincé	SUCRE
451	Sucre	SUCRE
452	Palmito	SUCRE
452	Tolú	SUCRE
452	Coveñas	SUCRE
453	Toluviejo	SUCRE
453	Coloso	SUCRE
454	Los Palmitos	SUCRE
454	Morroa	SUCRE
454	San Juan de Betulia	SUCRE
455	Buenavista	SUCRE
455	San Pedro	SUCRE
456	Ibagué	TOLIMA
457	Ataco	TOLIMA
458	Chaparral	TOLIMA
459	Coyaima	TOLIMA
460	Espinal	TOLIMA
461	Flandes	TOLIMA
462	Fresno	TOLIMA
463	Guamo	TOLIMA
464	Honda	TOLIMA
465	Lérida	TOLIMA
465	Venadillo	TOLIMA
466	Líbano	TOLIMA
467	Mariquita	TOLIMA
468	Carmen de Apicalá	TOLIMA
468	Melgar	TOLIMA
469	Natagaima	TOLIMA
470	Ortega	TOLIMA
471	Planadas	TOLIMA
472	Purificación	TOLIMA
472	Suárez	TOLIMA
473	Rioblanco	TOLIMA
474	Cajamarca	TOLIMA
475	Rovira	TOLIMA
476	Casabianca	TOLIMA
476	Herveo	TOLIMA
476	Falan	TOLIMA
476	Palocabildo	TOLIMA
477	Murillo	TOLIMA
477	Villahermosa	TOLIMA
477	Santa Isabel	TOLIMA
478	Ambalema	TOLIMA
478	Armero	TOLIMA
479	Alvarado	TOLIMA
479	Coello	TOLIMA
479	Piedras	TOLIMA
479	Anzoategui	TOLIMA
480	Valle de San Juan	TOLIMA
480	San Luis	TOLIMA
480	Saldaña	TOLIMA
481	Roncesvalles	TOLIMA
481	San Antonio	TOLIMA
482	Cunday	TOLIMA
482	Villarrica	TOLIMA
482	Icononzo	TOLIMA
483	Alpujarra	TOLIMA
483	Prado	TOLIMA
483	Dolores	TOLIMA
484	Cali	Valle del Cauca
485	Andalucía	Valle del Cauca
486	Ansermanuevo	Valle del Cauca
486	El Aguila	Valle del Cauca
487	Buenaventura	Valle del Cauca
488	Buga	Valle del Cauca
489	Bugalagrande	Valle del Cauca
490	Caicedonia	Valle del Cauca
491	Candelaria	Valle del Cauca
492	Alcalá	Valle del Cauca
492	Cartago	Valle del Cauca
492	Ulloa	Valle del Cauca
493	Dagua	Valle del Cauca
493	La Cumbre	Valle del Cauca
494	El Cerrito	Valle del Cauca
495	Florida	Valle del Cauca
496	Guacari	Valle del Cauca
496	Ginebra	Valle del Cauca
497	Jamundí	Valle del Cauca
498	La Unión	Valle del Cauca
498	La Victoria	Valle del Cauca
499	Palmira	Valle del Cauca
500	Pradera	Valle del Cauca
501	Roldanillo	Valle del Cauca
502	Sevilla	Valle del Cauca
503	Tuluá	Valle del Cauca
504	Yumbo	Valle del Cauca
505	Zarzal	Valle del Cauca
506	Argelia	Valle del Cauca
506	Versalles	Valle del Cauca
506	El Cairo	Valle del Cauca
507	Obando	Valle del Cauca
507	Toro	Valle del Cauca
508	Bolívar	Valle del Cauca
508	El Dovio	Valle del Cauca
509	Riofrío	Valle del Cauca
509	Trujillo	Valle del Cauca
510	San Pedro	Valle del Cauca
510	Yotoco	Valle del Cauca
511	Darién (Calima)	Valle del Cauca
511	Vijes	Valle del Cauca
511	Restrepo	Valle del Cauca
512	Arauca	ARAUCA
512	Cravo Norte	ARAUCA
513	Arauquita	ARAUCA
513	Fortul	ARAUCA
514	Saravena	ARAUCA
515	Puerto Rondón	ARAUCA
515	Tame	ARAUCA
516	Yopal	CASANARE
517	Hato Corozal	CASANARE
517	Paz de Ariporo	CASANARE
518	La Salina	CASANARE
518	Pore	CASANARE
518	Támara	CASANARE
518	Nunchía	CASANARE
518	Trinidad	CASANARE
518	Sácama	CASANARE
519	Aguazul	CASANARE
519	Maní	CASANARE
519	Orocué	CASANARE
519	Recetor	CASANARE
519	San Luis de Palenque	CASANARE
520	Chameza	CASANARE and VICHADA
520	Monterrey	CASANARE and VICHADA
520	Sabanalarga	CASANARE and VICHADA
520	Tauramena	CASANARE and VICHADA
520	Villanueva	CASANARE and VICHADA
520	Puerto Carreño	CASANARE and VICHADA
520	La Primavera	CASANARE and VICHADA
520	Santa Rita	CASANARE and VICHADA
520	Santa Rosalia	CASANARE and VICHADA
520	San José de Ocune	CASANARE and VICHADA
520	Cumbaribo	CASANARE and VICHADA
521	Mocoa	PUTUMAYO
522	Orito	PUTUMAYO
523	Puerto Asis	PUTUMAYO
524	Valle del Guamuéz	PUTUMAYO
524	San Miguel	PUTUMAYO
525	Colón	PUTUMAYO
525	Sibundoy	PUTUMAYO
525	San Francisco	PUTUMAYO
525	Santiago	PUTUMAYO
526	Villagarzón	PUTUMAYO
526	Puerto Caicedo	PUTUMAYO
527	Puerto Guzmán	PUTUMAYO
527	Puerto Leguízamo	PUTUMAYO
528	San Andrés	SAN ANDRES
528	Providencia	SAN ANDRES
529	Leticia	AMAZONAS
529	El Encanto	AMAZONAS
529	La Chorrera	AMAZONAS
529	Puerto Arica	AMAZONAS
529	La Pedrera	AMAZONAS
529	Mirití-Paraná	AMAZONAS
529	Puerto Nariño	AMAZONAS
529	Puerto Santander	AMAZONAS
529	Tarapacáá	AMAZONAS
530	Inírida	GUAINA
530	Barranco Mina	GUAINA
530	San Felipe	GUAINA
530	Puerto Colombia	GUAINA
530	La Guadalupe	GUAINA
530	Cacahual	GUAINA
530	Pana Pana	GUAINA
530	Morichal	GUAINA
531	San José del Guaviare	GUAVIARE
532	Mitú	VAUPES
532	Caruru	VAUPES
532	Pacoa	VAUPES
532	Taraira	VAUPES
532	Papunahua	VAUPES
532	Yavaraté	VAUPES
533	Calamar	GUAVIARE and VAUPES
533	El Retorno	GUAVIARE and VAUPES
533	Miraflores	GUAVIARE and VAUPES
