	FIPS104	DEPT_NAME	DEPTCO	MIGCO2	MUNICO	MUNI_NAME	MATCH_QUAL	MPIO	MPIOS
830	CO28	Tolima	73	73	460	Espinal	100.0	268	73268
831	CO28	Tolima	73	73	463	Guamo	100.0	319	73319
832	CO19	Meta	50	50	334	Acacias	100.0	006	50006
833	CO33	Cundinamarca	25	25	279	San Bernardo	100.0	649	25649
834	CO29	Valle del Cauca	76	76	509	Riofrío	91.0	616	76616
835	CO29	Valle del Cauca	76	76	503	Tuluá	88.0	834	76834
836	CO29	Valle del Cauca	76	76	510	San Pedro	100.0	670	76670
837	CO28	Tolima	73	73	482	Cunday	100.0	226	73226
838	CO29	Valle del Cauca	76	76	511	Darién (Calima)	75.0	126	76126
839	CO28	Tolima	73	73	470	Ortega	100.0	504	73504
840	CO33	Cundinamarca	25	25	279	Venecia	100.0	506	25506
841	CO28	Tolima	73	73	481	San Antonio	100.0	675	73675
842	CO29	Valle del Cauca	76	76	510	Yotoco	100.0	890	76890
843	CO19	Meta	50	50	343	Guamal	100.0	318	50318
844	CO33	Cundinamarca	25	25	279	Cabrera	100.0	120	25120
845	CO29	Valle del Cauca	76	76	488	Buga	100.0	111	76111
846	CO15	Guaina	97	94	530	Inírida	91.0	001	94001
847	CO28	Tolima	73	73	458	Chaparral	100.0	168	73168
848	CO28	Tolima	73	73	472	Purificación	95.0	585	73585
849	CO19	Meta	50	50	343	San Luis de Cubarral	100.0	223	50223
850	CO19	Meta	50	50	343	San Carlos de Guaroa	100.0	680	50680
851	CO28	Tolima	73	73	482	Villarrica	100.0	873	73873
852	CO28	Tolima	73	73	480	Saldaña	100.0	671	73671
853	CO28	Tolima	73	73	459	Coyaima	100.0	217	73217
854	CO19	Meta	50	50	343	Castilla la Nueva	100.0	150	50150
855	CO29	Valle del Cauca	76	76	493	Dagua	100.0	233	76233
856	CO19	Meta	50	50	340	San Martín	94.0	689	50689
857	CO29	Valle del Cauca	76	76	511	Restrepo	100.0	606	76606
858	CO29	Valle del Cauca	76	76	511	Vijes	100.0	869	76869
859	CO29	Valle del Cauca	76	76	496	Guacari	100.0	318	76318
860	CO28	Tolima	73	73	483	Prado	100.0	563	73563
861	CO29	Valle del Cauca	76	76	496	Ginebra	100.0	306	76306
862	CO16	Huila	41	41	300	Colombia	100.0	206	41206
863	CO29	Valle del Cauca	76	76	493	La Cumbre	100.0	377	76377
864	CO29	Valle del Cauca	76	76	494	El Cerrito	100.0	248	76248
865	CO28	Tolima	73	73	483	Dolores	100.0	236	73236
866	CO15	Guaina	97	94	530	Cacahual	100.0	886	94886
867	CO29	Valle del Cauca	76	76	499	Palmira	100.0	520	76520
868	CO28	Tolima	73	73	473	Rioblanco	100.0	616	73616
869	CO19	Meta	50	50	343	El Dorado	100.0	270	50270
870	CO15	Guaina	97	94	530	Barranco Mina	95.0	343	94343
871	CO28	Tolima	73	73	469	Natagaima	100.0	483	73483
872	CO19	Meta	50	50	337	La Uribe	100.0	370	50370
873	CO19	Meta	50	50	342	Lejanías	92.0	400	50400
874	CO19	Meta	50	50	343	El Castillo	100.0	251	50251
875	CO29	Valle del Cauca	76	76	504	Yumbo	100.0	892	76892
876	CO28	Tolima	73	73	457	Ataco	100.0	067	73067
877	CO19	Meta	50	50	335	Granada	100.0	313	50313
878	CO29	Valle del Cauca	76	76	484	Cali	100.0	001	76001
879	CO19	Meta	50	50	337	Mesetas	100.0	330	50330
880	CO19	Meta	50	50	342	Fuente de Oro	100.0	287	50287
881	CO28	Tolima	73	73	483	Alpujarra	100.0	024	73024
882	CO29	Valle del Cauca	76	76	500	Pradera	100.0	563	76563
883	CO19	Meta	50	50	339	Puerto Lleras	100.0	577	50577
884	CO29	Valle del Cauca	76	76	491	Candelaria	100.0	130	76130
885	CO19	Meta	50	50	339	Mapiripán	93.0	325	50325
886	CO16	Huila	41	41	300	Villavieja	100.0	872	41872
887	CO16	Huila	41	41	301	Aipe	100.0	016	41016
888	CO29	Valle del Cauca	76	76	495	Florida	100.0	275	76275
889	CO28	Tolima	73	73	471	Planadas	100.0	555	73555
890	CO29	Valle del Cauca	76	76	497	Jamundí	91.0	364	76364
891	CO19	Meta	50	50	342	San Juan de Arama	100.0	683	50683
892	CO09	Cauca	19	19	187	Puerto Tejada	100.0	573	19573
893	CO09	Cauca	19	19	194	Miranda	100.0	455	19455
894	CO16	Huila	41	41	300	Baraya	100.0	078	41078
895	CO09	Cauca	19	19	179	Padilla	100.0	513	19513
896	CO09	Cauca	19	19	184	Páez	89.0	418	19418
897	CO16	Huila	41	41	294	Neiva	100.0	001	41001
898	CO09	Cauca	19	19	179	Caloto	100.0	142	19142
899	CO09	Cauca	19	19	194	Corinto	100.0	212	19212
900	CO19	Meta	50	50	338	Vista Hermosa	95.0	711	50711
901	CO16	Huila	41	41	301	Tello	100.0	799	41799
902	CO09	Cauca	19	19	188	Santander de Quilichao	100.0	698	19698
903	CO19	Meta	50	50	338	Puerto Rico	100.0	590	50590
904	CO09	Cauca	19	19	193	Buenos Aires	100.0	110	19110
905	CO09	Cauca	19	19	195	Toribío	91.0	821	19821
906	CO15	Guaina	97	94	530	Puerto Colombia	100.0	884	94884
907	CO16	Huila	41	41	302	Santa María	94.0	676	41676
908	CO09	Cauca	19	19	192	Timbiquí	92.0	809	19809
909	CO16	Huila	41	41	302	Palermo	100.0	524	41524
910	CO09	Cauca	19	19	190	Suárez	90.0	780	19780
911	CO09	Cauca	19	19	193	López	74.0	517	19517
912	CO16	Huila	41	41	304	Teruel	100.0	801	41801
913	CO09	Cauca	19	19	195	Jambaló	91.0	364	19364
914	CO09	Cauca	19	19	178	Caldono	100.0	137	19137
915	CO09	Cauca	19	19	192	Timbiquí	92.0	809	19809
916	CO08	Caquetá	18	18	169	San Vicente del Caguán	97.0	753	18753
917	CO09	Cauca	19	19	183	Morales	100.0	473	19473
918	CO16	Huila	41	41	304	Iquira	100.0	357	41357
919	CO16	Huila	41	41	303	Rivera	100.0	615	41615
920	CO14	Guaviare	95	95	531	San José del Guaviare	97.0	001	95001
921	CO09	Cauca	19	19	180	El Tambo	100.0	256	19256
922	CO19	Meta	50	50	339	Puerto Concordia	100.0	450	50450
923	CO09	Cauca	19	19	186	Piendamó	92.0	548	19548
924	CO09	Cauca	19	19	189	Silvia	100.0	743	19743
925	CO09	Cauca	19	19	177	Cajibío	91.0	130	19130
926	CO16	Huila	41	41	305	Nataga	100.0	483	41483
927	CO16	Huila	41	41	295	Campoalegre	100.0	132	41132
928	CO09	Cauca	19	19	181	Guapi	100.0	318	19318
929	CO16	Huila	41	41	304	Yaguará	91.0	885	41885
930	CO16	Huila	41	41	303	Algeciras	100.0	020	41020
931	CO16	Huila	41	41	305	Tesalia	100.0	797	41797
932	CO20	Nariño	52	52	357	Santa Bárbara	95.0	696	52696
933	CO09	Cauca	19	19	196	Inzá	85.0	355	19355
934	CO19	Meta	50	50	337	La Macarena	100.0	350	50350
935	CO20	Nariño	52	52	357	El Charco	100.0	250	52250
936	CO16	Huila	41	41	304	Hobo	100.0	349	41349
937	CO09	Cauca	19	19	196	Totoró	90.0	824	19824
938	CO20	Nariño	52	52	356	Mosquera	100.0	473	52473
939	CO20	Nariño	52	52	351	La Tola	100.0	390	52390
940	CO09	Cauca	19	19	175	Popayán	91.0	001	19001
941	CO16	Huila	41	41	305	Gigante	100.0	306	41306
942	CO16	Huila	41	41	297	La Plata	100.0	396	41396
943	CO15	Guaina	97	94	530	San Felipe	100.0	883	94883
944	CO20	Nariño	52	52	351	Olaya Herrera	95.0	490	52490
945	CO09	Cauca	19	19	191	Timbío	90.0	807	19807
946	CO16	Huila	41	41	306	Paicol	100.0	518	41518
947	CO20	Nariño	52	52	356	Francisco Pizarro	100.0	520	52520
948	CO09	Cauca	19	19	197	Sotará	90.0	760	19760
949	CO09	Cauca	19	19	196	Puracé	90.0	585	19585
950	CO09	Cauca	19	19	198	Argelia	100.0	050	19050
951	CO16	Huila	41	41	306	Agrado	100.0	013	41013
952	CO08	Caquetá	18	18	168	Puerto Rico	100.0	592	18592
953	CO09	Cauca	19	19	185	Patía	88.0	532	19532
954	CO15	Guaina	97	94	530	Pana Pana	100.0	887	94887
955	CO16	Huila	41	41	306	Pital	100.0	548	41548
956	CO09	Cauca	19	19	197	Rosas	100.0	622	19622
957	CO16	Huila	41	41	296	Garzón	90.0	298	41298
958	CO20	Nariño	52	52	356	Roberto Payán	95.0	621	52621
959	CO09	Cauca	19	19	197	La Sierra	100.0	392	19392
960	CO08	Caquetá	18	18	167	El Doncello	100.0	247	18247
961	CO14	Guaviare	95	95	533	El Retorno	100.0	025	95025
962	CO16	Huila	41	41	307	La Argentina	100.0	378	41378
963	CO09	Cauca	19	19	198	Balboa	100.0	075	19075
964	CO16	Huila	41	41	307	Tarqui	100.0	791	41791
965	CO20	Nariño	52	52	356	Maguí	88.0	427	52427
966	CO16	Huila	41	41	309	Oporapa	100.0	503	41503
967	CO20	Nariño	52	52	358	Leiva	100.0	405	52405
968	CO09	Cauca	19	19	182	La Vega	100.0	397	19397
969	CO08	Caquetá	18	18	166	Florencia	100.0	001	18001
970	CO16	Huila	41	41	309	Saladoblanco	100.0	660	41660
971	CO16	Huila	41	41	308	Guadalupe	100.0	319	41319
972	CO16	Huila	41	41	299	San Agustín	94.0	668	41668
973	CO16	Huila	41	41	306	Altamira	100.0	026	41026
974	CO16	Huila	41	41	309	Isnos	100.0	359	41359
975	CO20	Nariño	52	52	354	Tumaco	100.0	835	52835
976	CO09	Cauca	19	19	176	Bolívar	91.0	100	19100
977	CO16	Huila	41	41	309	Elías	88.0	244	41244
978	CO30	Vaupés	97	97	532	Papunahua	93.0	777	97777
979	CO16	Huila	41	41	308	Suaza	100.0	770	41770
980	CO09	Cauca	19	19	200	San Sebastián	95.0	693	19693
981	CO16	Huila	41	41	308	Timaná	90.0	807	41807
982	CO09	Cauca	19	19	182	Almaguer	100.0	022	19022
983	CO14	Guaviare	95	95	533	Calamar	100.0	015	95015
984	CO09	Cauca	19	19	199	Mercaderes	100.0	450	19450
985	CO16	Huila	41	41	298	Pitalito	100.0	551	41551
986	CO20	Nariño	52	52	359	Policarpa	100.0	540	52540
987	CO09	Cauca	19	19	200	Santa Rosa	100.0	701	19701
988	CO20	Nariño	52	52	358	El Rosario	100.0	256	52256
989	CO16	Huila	41	41	310	Acevedo	100.0	006	41006
990	CO08	Caquetá	18	18	174	El Paujíl	93.0	256	18256
991	CO14	Guaviare	95	95	533	Miraflores	100.0	200	95200
992	CO16	Huila	41	41	310	Palestina	100.0	530	41530
993	CO08	Caquetá	18	18	174	La Montañita	100.0	410	18410
994	CO20	Nariño	52	52	359	Cumbitara	100.0	233	52233
995	CO20	Nariño	52	52	345	Barbacoas	100.0	079	52079
996	CO08	Caquetá	18	18	172	Belén de los Andaquies	97.0	094	18094
997	CO09	Cauca	19	19	199	Florencia	100.0	290	19290
998	CO20	Nariño	52	52	359	Los Andes	100.0	418	52418
999	CO20	Nariño	52	52	374	San Pablo	100.0	693	52693
1000	CO30	Vaupés	97	97	532	Caruru	100.0	161	97161
1001	CO20	Nariño	52	52	372	Taminango	100.0	786	52786
1002	CO20	Nariño	52	52	373	Colón	88.0	203	52203
1003	CO20	Nariño	52	52	350	La Unión	92.0	399	52399
1004	CO20	Nariño	52	52	371	San Lorenzo	100.0	687	52687
1005	CO15	Guaina	97	94	530	La Guadalupe	100.0	885	94885
1006	CO30	Vaupés	97	97	532	Mitú	85.0	001	97001
1007	CO20	Nariño	52	52	374	La Cruz	100.0	378	52378
1008	CO20	Nariño	52	52	373	Belén	88.0	083	52083
1009	CO08	Caquetá	18	18	172	Morelia	100.0	479	18479
1010	CO20	Nariño	52	52	360	La Llanada	100.0	385	52385
1011	CO20	Nariño	52	52	371	San Pedro de Cartago	100.0	694	52694
1012	CO20	Nariño	52	52	373	San Bernardo	100.0	685	52685
1013	CO20	Nariño	52	52	375	Albán	88.0	019	52019
1014	CO20	Nariño	52	52	370	Arboleda	100.0	051	52051
1015	CO20	Nariño	52	52	352	Samaniego	100.0	678	52678
1016	CO09	Cauca	19	19	200	Piamonte	100.0	533	19533
1017	CO20	Nariño	52	52	347	El Tambo	100.0	260	52260
1018	CO08	Caquetá	18	18	171	San José de la Fragua	91.0	610	18610
1019	CO20	Nariño	52	52	372	Chachagüí	87.0	240	52240
1020	CO20	Nariño	52	52	375	El Tablón	93.0	258	52258
1021	CO20	Nariño	52	52	360	Linares	100.0	411	52411
1022	CO20	Nariño	52	52	361	Ricaurte	100.0	612	52612
1023	CO20	Nariño	52	52	370	Buesaco	100.0	110	52110
1024	CO20	Nariño	52	52	362	Santacruz	94.0	699	52699
1025	CO20	Nariño	52	52	367	La Florida	100.0	381	52381
1026	CO08	Caquetá	18	18	167	Cartagena del Chairá	96.0	150	18150
1027	CO22	Putumayo	86	86	521	Mocoa	100.0	001	86001
1028	CO20	Nariño	52	52	353	Sandoná	91.0	683	52683
1029	CO08	Caquetá	18	18	170	Valparaiso	100.0	860	18860
1030	CO08	Caquetá	18	18	173	Milán	88.0	460	18460
1031	CO08	Caquetá	18	18	172	Albania	100.0	029	18029
1032	CO20	Nariño	52	52	344	Pasto	100.0	001	52001
1033	CO20	Nariño	52	52	362	Providencia	100.0	565	52565
1034	CO20	Nariño	52	52	361	Mallama	100.0	435	52435
1035	CO20	Nariño	52	52	367	Ancuyá	90.0	036	52036
1036	CO22	Putumayo	86	86	525	San Francisco	100.0	755	86755
1037	CO20	Nariño	52	52	355	Túquerres	93.0	838	52838
1038	CO20	Nariño	52	52	367	Consaca	100.0	207	52207
1039	CO22	Putumayo	86	86	525	Sibundoy	100.0	749	86749
1040	CO20	Nariño	52	52	348	Guaitarilla	100.0	320	52320
1041	CO08	Caquetá	18	18	171	Currillo	92.0	205	18205
1042	CO20	Nariño	52	52	366	Yacuanquer	100.0	885	52885
1043	CO22	Putumayo	86	86	525	Colón	88.0	219	86219
1044	CO08	Caquetá	18	18	173	Solano	100.0	756	18756
1045	CO20	Nariño	52	52	366	Tangua	100.0	788	52788
1046	CO22	Putumayo	86	86	525	Santiago	100.0	760	86760
1047	CO20	Nariño	52	52	365	Imués	88.0	354	52354
1048	CO20	Nariño	52	52	362	Sapuyés	91.0	720	52720
1049	CO20	Nariño	52	52	368	Funes	100.0	287	52287
1050	CO08	Caquetá	18	18	170	Solita	100.0	785	18785
1051	CO20	Nariño	52	52	346	Cumbal	100.0	227	52227
1052	CO20	Nariño	52	52	365	Ospina	100.0	506	52506
1053	CO22	Putumayo	86	86	526	Villagarzón	94.0	885	86885
1054	CO30	Vaupés	97	97	532	Yavaraté	92.0	889	97889
1055	CO20	Nariño	52	52	363	Guachucal	100.0	317	52317
1056	CO22	Putumayo	86	86	527	Puerto Guzmán	95.0	571	86571
1057	CO20	Nariño	52	52	365	Iles	100.0	352	52352
1058	CO20	Nariño	52	52	364	Pupiales	100.0	585	52585
1059	CO20	Nariño	52	52	364	Gualmatán	93.0	323	52323
1060	CO22	Putumayo	86	86	522	Orito	100.0	320	86320
1061	CO20	Nariño	52	52	363	Aldana	100.0	022	52022
1062	CO20	Nariño	52	52	364	Contadero	100.0	210	52210
1063	CO20	Nariño	52	52	368	Puerres	100.0	573	52573
1064	CO20	Nariño	52	52	363	Cuaspud	100.0	224	52224
1065	CO20	Nariño	52	52	369	Córdoba	91.0	215	52215
1066	CO20	Nariño	52	52	349	Ipiales	100.0	356	52356
1067	CO20	Nariño	52	52	369	Potosí	90.0	560	52560
1068	CO30	Vaupés	97	97	532	Pacoa	100.0	511	97511
1069	CO22	Putumayo	86	86	526	Puerto Caicedo	100.0	569	86569
1070	CO22	Putumayo	86	86	527	Puerto Leguízamo	96.0	573	86573
1071	CO22	Putumayo	86	86	523	Puerto Asis	100.0	568	86568
1072	CO22	Putumayo	86	86	524	Valle del Guamuéz	96.0	865	86865
1073	CO22	Putumayo	86	86	524	San Miguel	100.0	757	86757
1074	CO01	Amazonas	91	91	529	Mirití-Paraná	91.0	460	91460
1075	CO30	Vaupés	97	97	532	Taraira	100.0	666	97666
1076	CO01	Amazonas	91	91	529	Puerto Santander	100.0	669	91669
1077	CO01	Amazonas	91	91	529	La Chorrera	100.0	405	91405
1078	CO01	Amazonas	91	91	529	La Pedrera	100.0	407	91407
1079	CO01	Amazonas	91	91	529	El Encanto	100.0	263	91263
1080	CO01	Amazonas	91	91	529	Tarapacáá	92.0	798	91798
1081	CO01	Amazonas	91	91	529	Leticia	100.0	001	91001
1082	CO01	Amazonas	91	91	529	Puerto Nariño	100.0	540	91540
1083	CO27	Sucre	70	70	443	El Roble	100.0	233	70233
1084	CO17	La Guajira	44	44	318	La Jagua del Pilar	100.0	420	44420
1085	CO17	La Guajira	44	44	314	Albania	100.0	035	44035
1086	CO38	Magdalena	47	47	322	Zona Bananera	100.0	980	47980
1087	CO38	Magdalena	47	47	324	Algarrobo	100.0	030	47030
1088	CO38	Magdalena	47	47	330	Concordia	100.0	205	47205
1089	CO38	Magdalena	47	47	329	Zapayán	91.0	960	47960
1090	CO35	Bolívar	13	13	109	Arroyohondo	100.0	062	13062
1091	CO38	Magdalena	47	47	326	Sabanas de San Angel	100.0	660	47660
1092	CO38	Magdalena	47	47	326	Nueva Granada	100.0	460	47460
1093	CO38	Magdalena	47	47	326	Santa Bárbara de Pinto	97.0	720	47720
1095	CO15	Guaina	97	94	530	Morichal	100.0	888	94888
1097	CO01	Amazonas	91	91	529	Puerto Arica	100.0	536	91536
1099	CO20	Nariño	52	52	347	El Peñol	100.0	254	52254
1100	CO20	Nariño	52	52	344	Nariño	100.0	480	52480
1101	CO09	Cauca	19	19	176	Sucre	100.0	785	19785
1102	CO09	Cauca	19	19	188	Villa Rica	100.0	845	19845
1103	CO27	Sucre	70	70	452	Tolú	85.0	820	70820
1104	CO27	Sucre	70	70	452	Coveñas	100.0	221	70221
1105	CO37	Caldas	17	17	152	La Dorada	100.0	380	17380
1106	CO37	Caldas	17	17	159	Norcasia	100.0	495	17495
1107	CO37	Caldas	17	17	159	Samaná	90.0	662	17662
1108	CO11	Chocó	27	27	282	Medio Atrato	100.0	425	27425
1109	CO11	Chocó	27	27	282	Atrato	100.0	050	27050
1110	CO11	Chocó	27	27	282	Río Quito	93.0	600	27600
1111	CO11	Chocó	27	27	287	Cértegui	92.0	160	27160
1112	CO11	Chocó	27	27	285	Unión Panamericana	96.0	810	27810
1113	CO11	Chocó	27	27	283	Medio Baudó	94.0	430	27430
1114	CO11	Chocó	27	27	287	Río Iro	91.0	580	27580
1115	CO11	Chocó	27	27	285	Medio San Juan	100.0	450	27450
1116	CO11	Chocó	27	27	286	Belén de Bajirá	92.0	086	27086
1117	CO02	Antioquia	05	05	017	Mutata	100.0	480	05480
1118	CO11	Chocó	27	27	286	Carmen del Darien	100.0	150	27150
1119	CO25	San Andrés	88	88	528	San Andrés	94.0	001	88001
1121	CO25	San Andrés	88	88	528	Providencia	100.0	564	88564
